Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,Total,Seats Remaining,Has WL,
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46863","Dance (DANCE) Open Sections"," 213","001","Ballet II","LAB","PI ","M","","","","","","","2-4PM","DANCE STUDIO D","West","  25","   6","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","","Dance (DANCE) Open Sections"," 213","","Ballet II","LAB","P  ","","","W","","","","","2-4PM","DANCE STUDIO B","","  25","   6","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46825","Dance (DANCE) Open Sections"," 221","001","Sophomore Rep","LAB","PD ","M","","","","","","","4-6PM","DANCE STUDIO A","Beck"," 125"," 119","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","","Dance (DANCE) Open Sections"," 221","","Sophomore Rep","LAB","P  ","","","W","","","","","4-6PM","ARR",""," 125"," 119","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46826","Dance (DANCE) Open Sections"," 221","002","Sophomore Rep","LAB","PD ","M","","","","","","","4-6PM","DANCE STUDIO D","Deyoung"," 125"," 114","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","","Dance (DANCE) Open Sections"," 221","","Sophomore Rep","LAB","P  ","","","W","","","","","4-6PM","DANCE STUDIO A",""," 125"," 114","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46827","Dance (DANCE) Open Sections"," 221","003","Sophomore Rep","LAB","PD ","","","","","","","","ARR","ARR","Rice"," 125"," 117","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46838","Dance (DANCE) Open Sections"," 221","004","Sophomore Rep","LAB","PD ","","","","","","","","ARR","ARR","","  25","  25","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","44345","Dance (DANCE) Open Sections"," 227","001","Dance Laboratory","LAB","PD ","","","","","F","","","2-4PM","DANCE STUDIO D","Deyoung Jr"," 100","  87","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","44347","Dance (DANCE) Open Sections"," 227","002","Dance Laboratory","LAB","PD ","","","","","F","","","12-2PM","DANCE STUDIO D","West"," 100","  80","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","44349","Dance (DANCE) Open Sections"," 227","003","Dance Laboratory","LAB","PD ","","","","","F","","","2-4PM","DANCE STUDIO A","Chavasse"," 100","  63","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46775","Dance (DANCE) Open Sections"," 227","004","Dance Laboratory","LAB","PD ","","","","","F","","","12-2PM","DANCE STUDIO A","Wilson"," 100","  89","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","50999","Dance (DANCE) Open Sections"," 229","001","Sophomore Dancers","LAB","PD ","","","","","","","","ARR","ARR","Deyoung Jr","  25","  24","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46844","Dance (DANCE) Open Sections"," 231","001","Dance Comp 3","LAB","PD ","","T","","TH","","","","3-5PM","DANCE STUDIO D","Deyoung","  25","   8","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","35317","Dance (DANCE) Open Sections"," 241","001","Art of Dance","SEM","P R","M","","W","","","","","10-1130AM","KEENE AUD EQ","Genne","  20","   2","Y",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46819","Dance (DANCE) Open Sections"," 251","001","Anat & Kines","LAB","PI ","","T","","TH","","","","9-1030AM","4318 SPH2","Whyatt","  25","  16","N",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46843","Dance (DANCE) Open Sections"," 261","001","Congolese 1","LAB","P  ","","T","","TH","","","","5-630PM","DANCE STUDIO D","Biza","  25","   4","Y",
"Fall 2010","Regular Academic Session","Music, Theatre & Dance","46855","Dance (DANCE) Open Sections"," 261","002","Congolese 1","LAB","P  ","","","","","F","","","6-9PM","DANCE STUDIO D","Biza","  25","  14","Y",
